,,,,,,,
ISO 9001:2015 CERTIFIED,,,,,,,
CUSTOMS AND BORDER CONTROL DEPARTMENT,,,,,,,
MODEL,Engine Capacity,Body Type ,Drive configuration,seating,Fuel,GVW,CRSP(KES) 
ALFA ROMEO,,,,,,,
,,,,,,,
Optra Auto,1800,SALOON,2WD,,Petrol,,"2,794,000"
Optra Auto Loaded,1800,SALOON,2WD,,Petrol,,"2,915,000"
CHEVROLET ORLANDO ,1800,S/WAGON,2WD,,Petrol,,"3,700,000"
LUV PICK UP,1500,SCAB,2WD,,Diesel,,"1,441,875"
LACETTI SX AUTO,1800,S/WAGON,2WD,,Petrol,,"3,070,275"
CRUZE LTZ 1.4 Auto,1400,SALOON,2WD,,Petrol,,"2,946,290"
CRUZE J300 1.6 MT BASE,1600,SALOON,2WD,,Petrol,,"2,383,000"
CRUZE J300 1.6 MT DELUXE,1600,SALOON,2WD,,Petrol,,"2,563,000"
CRUZE J300 1.8 MT DELUXE,1800,SALOON,2WD,,Petrol,,"2,653,000"
CRUZE J300 1.8 AT LUXURY,1800,SALOON,2WD,,Petrol,,"2,952,000"
Matiz SE,995,HATCHBACK,2WD,,Petrol,,"1,429,000"
Trailblazer,2500,S/WAGON,4WD,,Diesel,,"4,315,000"
CHRYSLER,,,,,,,
,,,,,,,
300 Touring,2700,SALOON,2WD,,Petrol,,"4,790,552"
300 Touring Plus,3500,SALOON,2WD,,Petrol,,"4,982,105"
300 Touring signature series,3500,SALOON,2WD,,Petrol,,"5,603,330"
300 v6 RWD,3500,SALOON,2WD,,Petrol,,"5,603,330"
300 Touring AWD signature series vp,3500,SALOON,4WD,,Petrol,,"5,966,257"
300 c AWD,5700,SALOON,4WD,,Petrol,,"7,038,211"
300C CRD LTD,3000,SALOON,2WD,,Diesel,,"7,353,114"
GRD VOYAGER TOURING CRD,2777,S/WAGON,2WD,,Diesel,,"7,466,156"
300C SRT DESIGN V6 TD,3000,SALOON,2WD,,Diesel,,"7,243,914"
PT Cruiser Classic,2600,SALOON,2WD,,Petrol,,"3,211,568"
Sebring Touring,2400,SALOON,4WD,,Petrol,,"3,245,502"
Sebring Limited,2400,SALOON,4WD,,Petrol,,"3,587,219"
Town and Country LX New,3800,SALOON,4WD,,Petrol,,"4,573,519"
Town and Country Touring,3800,SALOON,4WD,,Petrol,,"5,030,432"
Town annd Country touring plus,3800,SALOON,4WD,,Petrol,,"5,739,525"
Town and Touring watter p Chrysler signature series,3800,SALOON,4WD,,Petrol,,"5,757,099"
Sebring convertible Lx ,2400,Coupe,4WD,,Petrol,,"4,517,479"
Sebring convertible touring,2700,Coupe,4WD,,Petrol,,"5,133,237"
Sebring convertible LTD,3500,Coupe,4WD,,Petrol,,"5,748,311"
Sebring convertible,2400,Coupe,4WD,,Petrol,,"3,446,098"
200 Touring,2400,SALOON,4WD,,Petrol,,"3,851,917"
200.00,2700,SALOON,4WD,,Petrol,,"3,382,031"
CITROEN,,,,,,,
,,,,,,,
Citroen relay,2200,VAN,2WD,,Diesel,,"4,500,000"
Berlingo,1400,VAN,2WD,,Petrol,,"1,611,000"
Xsara,1600,SALOON,2WD,,Petrol,,"1,962,000"
Xantia,1800,SALOON,2WD,,Petrol,,"2,421,000"
c3/c4,1598,SALOON,2WD,,Petrol,,"3,243,000"
c5,1598,SALOON,2WD,,Petrol,,"5,200,000"
ds3,1598,SALOON,2WD,,Petrol,,"3,766,320"
ds4,1598,S/WAGON,2WD,,Petrol,,"5,231,000"
ds5,1600,S/WAGON,2WD,,Petrol,,"6,800,300"
DACIA,,,,,,,
Duster Luaurate dci 110 Manual,1500,S/WAGON,4x2,,Petrol,,"2,948,392"
DAIHATSU,,,,,,,
,,,,,,,
Bego,1500,S/WAGON,4WD,,Petrol,,"3,218,000"
Bego,1500,S/WAGON,2WD,,Petrol,,"3,018,000"
Boon,1000,HATCHBACK,2WD,,Petrol,,"1,408,037"
Coo,1500,S/WAGON,2WD,,Petrol,,"2,119,616"
Mira 2WD,660,HATCHBACK,2WD,,Petrol,,"1,474,046"
Mira 4WD,660,HATCHBACK,4WD,,Petrol,,"1,673,645"
Move,650,HATCHBACK,2WD,,Petrol,,"1,537,967"
HIJET,650,VAN,2WD,,Petrol,,"1,757,980"
Terios DX Manual,1500,S/WAGON,4WD,,Petrol,,"3,500,000"
Terios DX Manual (with air con),1500,S/WAGON,4WD,,Petrol,,"3,390,000"
Terios SX Fully Loaded Manual,1500,S/WAGON,4WD,,Petrol,,"3,650,000"
Terios Automatic EFI Fully Loaded SX/AT,1500,S/WAGON,4WD,,Petrol,,"3,700,000"
YRV,1290,S/WAGON,4WD,,Petrol,,"1,560,300"
Rocky,2800,S/WAGON,4WD,,Diesel,,"7,482,683"
Feroza,1600,S/WAGON,4WD,,Diesel,,"2,089,846"
DAEWOO,,,,,,,
,,,,,,,
CIELO GL-A,1500,SALOON,2WD,,Petrol,,"855,000"
CIELO GLX,1500,SALOON,2WD,,Petrol,,"1,152,000"
Matiz s,1500,SALOON,2WD,,Petrol,,"697,500"
Lanos s,1500,SALOON,2WD,,Petrol,,"882,000"
Lanos SE,1600,SALOON,2WD,,Petrol,,"1,062,000"
Lanos SX,1600,SALOON,2WD,,Petrol,,"1,332,000"
Nubira SE,1600,SALOON,2WD,,Petrol,,"1,341,000"
Nubira SX,1600,SALOON,2WD,,Petrol,,"1,431,000"
Nubira CDX,1600,SALOON,2WD,,Petrol,,"1,611,000"
Espero CD,2000,SALOON,2WD,,Petrol,,"2,115,000"
Leganza CDZ,2000,SALOON,2WD,,Petrol,,"2,115,000"
DODGE,,,,,,,
,,,,,,,
NITRO SXT CRD,2800,S/WAGON,4WD,,Diesel,,"4,355,278"
Journey 2.4L,2400,S/WAGON,4WD,,Petrol,,"5,023,065"
Journey 3.2L,3200,S/WAGON,4WD,,Petrol,,"6,872,904"
Caliber sxt ,2000,S/WAGON,4WD,,,,"4,466,500"
EICHER,,,,,,,
,,,,,,,
EICHER 10.50,3300,TRK,4X2,,Diesel,5.5T,"2,880,000"
EICHER 10.75 TURBO,3300,TRK,4X2,,Diesel,7.5T,"2,950,000"
EICHER 10.75 TURBO ALUMINIUM BODY,3300,TRK,4X2,,Diesel,7.5T,"3,700,000"
EICHER TERRA 25 WITH HYVA BODY,183.3HP,TIPPER,6X4,,Diesel,25T,"7,100,000"
EICHER PRO 6025,230HP,TIPPER,6X4,,Diesel,,"9,399,000"
EICHER TERRA 16 ,,TIPPER,6X4,,Diesel,16T,"5,150,000"
EICHER SKYLINE,3300,BUS,4X2,,Diesel,,"2,025,000"
EICHER CBU SEMI LUX,,BUS,4X2,33,Diesel,,"3,100,000"
EICHER 10.75 COWL,,BUS,4X2,33,Diesel,,"2,100,000"
EICHER 10.75 SEMI LUX,,BUS,4X2,33,Diesel,,"3,160,000"
EICHER 10.75 DELUXE,,BUS,4X2,33,Diesel,,"3,220,000"
EICHER 11.12 COWL,,BUS,4X2,40,Diesel,,"2,900,000"
EICHER 11.12 SEMI LUX,,BUS,4X2,40,Diesel,,"4,200,000"
EICHER 11.12 DELUXE,,BUS,4X2,40,Diesel,,"4,300,000"
EICHER 20.15 COWL,,BUS,4X3,40,Diesel,,"3,100,000"
EICHER 20.15 SEMI LUX,,BUS,4X4,40,Diesel,,"4,400,000"
EICHER 20.15 DELUXE,,BUS,4X5,40,Diesel,,"4,500,000"
FAW,,,,,,,
,,,,,,,
CA3312P2K2 HLQ ,7700,TRK,8X4,,Diesel,31T,"8,426,814"
CA3252P2K2 J5P ,8600,TRK,6X4,,Diesel,25T,"5,300,344"
CA3310P6,8600,TRK,8X4,,Diesel,31T,"10,295,723"
CA3120PK,7100,TRK,4X2,,Diesel,12T,"4,274,471"
CA6371,1100,VAN,4X2,,Petrol,,"900,000"
CA1024V MINI,970,S/CAB,4X2,,Petrol,,"700,000"
CA1021 DJA ADMIRAL,1997,S/CAB,4X2,,Petrol,,"2,119,350"
CA1021 DJA ADMIRAL,2237,DOUBLE  CAB,4*2,,Diesel,,"2,457,650"
BQ2023 GRAND TIGER,2237,DOUBLE  CAB,4*4,,Diesel,,"3,303,000"
CA1223,,TRK,6*4,,Diesel,,"4,200,000"
CA3250,8000,TIPPER,6*4,,Diesel,,"5,800,000"
CA3320,9726,TIPPER,6*4,,Diesel,,"6,200,000"
CA3223,6557,TIPPER,6*4,,Diesel,,"5,200,000"
CA1041K2L2Y,3168,TRK,6*4,,Diesel,,"1,400,000"
CA1075 CHASSIS ONLY,,TRK,4*2,,Diesel,,"1,650,000"
CA1081 FAW FIGHTER CHASSIS ONLY,,TRK,4*2,,Diesel,,"2,300,000"
CA1170,,TRK,6*2,,Diesel,,"4,200,000"
CA1320 CEMENT MIXER J5P,,MIXER,6*4,,Diesel,,"6,000,000"
CA1311,240HP,TRK,8*4,,Diesel,,"5,500,000"
CA1311,280HP,TRK,8*4,,Diesel,,"5,600,000"
CA1083 TANKER,140HP,TRK,4*2,,Diesel,,"2,100,000"
CA1074 FBU,3857,BUS,4X2,,Diesel,8.8T,"4,304,650"
CA1074 CHASSIS CAB,3857,BUS,4X2,,Diesel,,"2,800,000"
CA6680,6842,BUS,4X2,54,Diesel,,"7,636,094"
CA1044,,BUS,,22,Diesel,,"4,471,880"
CA1081 ,,BUS,4X2,40-43,Diesel,,"6,083,836"
CA1083,,BUS,4X2,29-33,Diesel,,"5,667,847"
XQ6751TQ2 LUXURY BUS,,BUS,4X2,29,Diesel,,"6,239,832"
XQ6100MH2 LUXURY BUS,,BUS,4X2,45,Diesel,,"12,375,667"
CA6413 SIRUS,,SAL,2WD,,Petrol,,"2,963,920"
CA1170,,TRK,6X2,,Diesel,,"5,875,842"
CA1223 LONG CHASSIS,,TRK,6X4,,Diesel,,"7,175,807"
CA1311,280HP,TRK,8X4,,Diesel,,"8,839,762"
CA1128,,TIPPER,4X2,,Diesel,,"5,459,853"
CA3223,230HP,TIPPER,6X4,,Diesel,,"7,695,793"
CA3075,130HP,TIPPER,4X2,,Diesel,,"4,367,882"
CA3120,170HP,TIPPER,4X2,,Diesel,,"5,875,842"
CA3320,290HP,TIPPER,6X4,,Diesel,,"8,943,759"
CA4258 J5,420HP,PM,6X4,,Diesel,,"8,371,775"
CA4250 J6,420HP,PM,6X4,,Diesel,,"8,735,765"
CA4322P2K15TIA82,380HP,PM,6*4,,Diesel,,"7,695,793"
CA4161,280HP,PM,6*4,,Diesel,,"7,071,810"
CA4080,,TRK,4X2,,Diesel,,"4,055,891"
CA1120 SWB,,TRK,4X2,,Diesel,,"5,199,860"
CA1120 LWB,,TRK,4X2,,Diesel,,"5,355,856"
CA1150 LWB,,TRK,4X2,,Diesel,,"5,459,853"
CA5150 CEMENT MIXER 3.5M,,TRK,4X2,,Diesel,,"6,447,826"
CA5250 CEMENT MIXER 8 CBM,,TRK,6X4,,Diesel,,"9,047,756"
CA 2160 FIGHTER,,TRK,4X4,,Diesel,,"17,731,523"
FERRARI,,,,,,,
,,,,,,,
599 GTB Fiorano 65DEG V12-366.08 CI,5999,COUPE,4WD,,Petrol,,"48,720,823"
458 ITALIA 90DEG V8-274.5 CI 7SP MANUAL,4499,COUPE,4WD,2,Petrol,,"33,599,668"
CALIFORNIA 90DEG V8-262.22 CI 7SP MANUAL GTI CONVERTIBLE,4297,COUPE,4WD,4,Petrol,,"28,630,362"
612 SCAGLIETTI V12 6SP AUTO,5700,COUPE,4WD,4,Petrol,,"33,756,423"
FIAT,,,,,,,
,,,,,,,
Palio ED,1246,HATCHBACK,2WD,,Petrol,,"1,065,600"
Siena EL,1246,SALOON,2WD,,Petrol,,"1,513,800"
Siena EL,1600,SALOON,2WD,,Petrol,,"1,570,500"
Siena ELX,1600,SALOON,2WD,,Petrol,,"1,790,100"
Weekend ELX,1600,S/WAGON,2WD,,Petrol,,"1,970,100"
Ducato Manual,2300,VAN,2WD,,Diesel,,"4,050,747"
FORD,,,,,,,
,,,,,,,
Bantam 1.3,1300,SCAB,2WD,,Petrol,0.97T,"1,250,000"
Bantam 1.6i,1597,SCAB,2WD,,Petrol,1.6T,"1,650,857"
Bantam 1.8,1753,SCAB,2WD,,Diesel,,"1,491,750"
Courier,1800,SCAB,4WD,,Diesel,,"1,625,000"
Ecosport Trend,1500,S/WAGON,2WD,,Diesel,,"3,295,000"
Ecosport Titanium,1500,S/WAGON,2WD,,Diesel,,"3,695,000"
Everest 2.2 XLS,2200,S/WAGON,4WD,,Diesel,,"5,995,000"
Everest 2.2 XLT,2200,S/WAGON,4WD,,Diesel,,"6,795,000"
Everest 3.2 XLT,3200,S/WAGON,4WD,,Diesel,,"8,661,783"
Everest 3.2 LTD,3200,S/WAGON,4WD,,Diesel,,"9,203,483"
Everest 3.2 LTD TITANIUM,3200,S/WAGON,4WD,,Diesel,,"9,528,503"
ENDEAVOUR 3.2 LTD TITANIUM,3200,S/WAGON,4WD,,Diesel,,"9,528,503"
Mustang Coupe AT,2300,S/WAGON,4WD,,Diesel,,"9,495,000"
Mustang Coupe GT COUPE,5000,S/WAGON,4WD,,Diesel,,"11,370,283"
Everest 2.5 TDI,2500,S/WAGON,4WD,7,Diesel,,"4,834,000"
Everest 2.5 TDI,2500,S/WAGON,4WD,7,Diesel,,"4,834,000"
Everest 3.0 TDI,3000,S/WAGON,4WD,7,Diesel,,"5,931,615"
Escape XLT 3.0L  4X4,3000,S/WAGON,4WD,,Petrol,,"5,215,357"
Escape ZC 4WD,2260,S/WAGON,4WD,,Petrol,,"3,427,936"
Figo MT,1400,S/WAGON,2WD,,Petrol,,"2,328,667"
Figo TREND,1500,S/WAGON,2WD,,Petrol,,"2,495,000"
Focus 1.6,1600,SALOON,2WD,,Petrol, ,"2,120,000"
Focus 1.6L EFI,1600,HATCHBACK,2WD,,Petrol,,"2,175,000"
Focus Trend,1600,HATCHBACK,2WD,,Petrol,,"2,600,000"
Focus Titanium/MONDEO/FIESTA,1600,HATCHBACK,2WD,,Petrol,,"3,695,000"
Focus Titanium/MONDEO/FIESTA,1600,HATCHBACK,2WD,,Diesel,,"3,879,750"
Mondeo TDCI,2200,HATCHBACK,4WD,,Diesel,,"5,334,600"
Focus,2521,HATCHBACK,2WD,,Petrol,,"3,550,150"
Ford Fusion Trend 1.5 SE,1500,HATCHBACK,2WD,,Petrol,,"4,395,000"
Ford Fusion Titan 1.5L,1500,HATCHBACK,2WD,,Petrol,,"5,195,000"
F250 D/C XLT,4200,DOUBLE  CAB,4WD,,Diesel,3.99T,"6,351,268"
F250 S/C XL,4200,SCAB,2WD,,Diesel,,"4,211,271"
GALAXY,2000,MPV,2WD,,Petrol,,"3,819,372"
KUGA,2000,S/WAGON,AWD,,Diesel,,"4,867,800"
KUGA,2500,S/WAGON,AWD,,Petrol,,"5,795,000"
Kuga Ecoboost,1600,S/WAGON,AWD,,Petrol,,"5,350,000"
Kuga Ecoboost (Panaromic roof),1600,S/WAGON,AWD,,Petrol,,"5,650,000"
FORD S MAX GTDI ,2000,MPV,2WD,,Diesel,,"5,244,000"
Ranger SC T6 - BASE,2200,SCAB,4x2,,Diesel,,"3,450,000"
Ranger SC T6 - SAFETY PACK,2200,SCAB,4x2,,Diesel,,"3,995,000"
FORD RANGER 4X4 S/C SAFETY PACK ,2200,S/CAB,4WD,,Diesel,,"4,150,000"
FORD RANGER 4X4 S/C  T6  M/T,2200,S/CAB,4WD,,Diesel,,"4,395,000"
FORD RANGER 4X4 D/C  A/T,2200,S/CAB,4WD,,Diesel,,"5,295,000"
FORD RANGER 4X4 D/C  T6 M/T,2200,S/CAB,4WD,,Diesel,,"4,895,000"
"FORD RANGER 4X4 D/C, T6 SAFETY PACK  M/T",2200,S/CAB,4WD,,Diesel,,"4,495,000"
Ranger RAP CAB - XLT,2200,DOUBLE  CAB,4X4,,Diesel,,"5,195,000"
Ranger DC T6 - XLT ,2200,DOUBLE  CAB,4X4,,Diesel,,"5,395,000"
FORD RANGER T6  XLT M/T,3200,DOUBLE  CAB,4X4,,Diesel,,"6,995,000"
FORD RANGER T6 XLT A/T,3200,DOUBLE  CAB,4X4,,Diesel,,"7,295,000"
Ranger DC T6 - PUMA XLT,2200,DOUBLE  CAB,4X4,,Diesel,,"4,700,000"
FORD RANGER 4X4 RAPTOR,3200,DOUBLE  CAB,4X4,,Diesel,,"9,995,000"
Ranger RUN OUT,2200,DOUBLE  CAB,4X2,,Diesel,,"3,200,000"
Ranger BASE  RUN OUT,2200,DOUBLE  CAB,4X4,,Diesel,,"3,757,000"
Ranger J97,2500,DOUBLE  CAB,4x2,,Diesel,,"3,800,000"
Ranger J97,2500,SCAB,4x4,,Diesel,,"2,800,000"
Ranger (NM),2499,SCAB,4x4,,Diesel, ,"2,944,312"
Ranger (LWB XL),2892,SCAB,4x4,,Diesel, ,"2,464,735"
Ranger deluxe,2892,SCAB,4x4,,Diesel,,"2,952,265"
Ranger Base LWB,2892,SCAB,4x4,,Diesel,,"2,074,657"
Ranger XL UKBB MT TD,2200,DOUBLE  CAB,4X4,,Diesel,,"4,116,000"
Ranger HI-RIDER XLT UKBE MT TD,2200,DOUBLE  CAB,4x2,,Diesel,,"4,645,000"
Ranger XL UKBB AT TD,3200,DOUBLE  CAB,4x4,,Diesel,,"4,662,954"
Ranger XLT  UKBE MT TD,3200,DOUBLE  CAB,4x4,,Diesel, ,"5,362,830"
Ranger LTD UKBX AT TD,3200,DOUBLE  CAB,4x4,,Diesel, ,"6,243,634"
Ranger T6 XLT,3200,DOUBLE  CAB,4x4,,Diesel, ,"5,362,830"
Ranger T6 XLT LTD,3200,DOUBLE  CAB,4x4,,Diesel, ,"6,243,634"
FORD RANGER 4X4 WILDTRACK,3200,DOUBLE  CAB,4x4,,Diesel,,"7,995,000"
Ranger Ambulance 1 TON LWB,2500,VAN,4x4,,Diesel,,"3,451,800"
Territory,4000,S/WAGON,4WD,,Petrol,,"6,220,883"
Territory,4200,S/WAGON,4WD,,Petrol,,"6,531,927"
Transit Custom,2000,VAN,2WD,,Petrol,,"5,095,000"
Transit Custom (Top),2000,VAN,2WD,,Petrol,,"5,395,000"
Telestar,1300,S/WAGON,4WD,,Petrol,,"1,276,031"
FOTON,,,,,,,
,,,,,,,
SUP V BJ1027-8R,2237,SCAB,,,Diesel,,"1,918,400"
SUP V BJ1027-8R,2237,DOUBLE  CAB,,,Diesel,,"2,006,400"
CONQUEROR BJ2027-8R,2237,DOUBLE  CAB,,,Diesel,,"2,358,400"
VIEW M/B BJ3536-3R,2700,MBUS,,,Diesel,,"2,420,000"
AUMARK 4T CC BJ1049,2776,TRK,4x2,,Diesel,5.9T,"2,182,400"
AUMARK 4T CC BUS BJ1049,2776,BUS,4x2,,Diesel,4T,"1,918,400"
AUMARK 7T CC BJ1089,3760,TRK,4x2,,Diesel,9.63T,"2,534,400"
AUMARK 7T CC BUS BJ1089,3760,BUS,4x2,,Diesel,,"2,244,000"
OLLIN 4T CC BJ1041,4000,TRK,4x2,,Diesel,5.645T,"1,980,000"
OLLIN 4T CC BUS BJ1041,4000,BUS,4x2,,Diesel,4T,"1,742,400"
OLLIN 5T CC BJ1069,4080,TRK,4x2,,Diesel,5T,"2,358,400"
OLLIN 5T CC BUS BJ1069,4080,BUS,4x2,,Diesel,5T,"2,094,400"
AUMAN 10T CC BJ1133,5990,TRK,4x2,,Diesel,14.6T,"3,942,400"
AUMAN 10T CC BUS BJ1133,5990,BUS,4x2,,Diesel,10T,"3,502,400"
AUMAN TIPPER BJ3253,9276,TIPPER,4x2,,Diesel,25.5T,"7,638,400"
AUMAN TIPPER CHASSIS BJ4254,9276,TIPPER,4x2,,Diesel,25.5T,"5,526,400"
AUMAN PRIME MOVER BJ4253-RA,11596,PM,,,Diesel,25T,"5,790,400"
AUMAN PRIME MOVER BJ4253-R,11596,PM,,,Diesel,25T,"6,054,400"
TRASH TRUCK,,TRK,,,Diesel,,"7,832,000"
AUV BUS 6920 COMFORT 47 SEATER 2+ BJ6920-R,155KW,BUS,,,Diesel,13T,"6,670,400"
AUV BUS 6103 COMFORT 57 SEATER 2+ BJ6103-R,177KW,BUS,,,Diesel,13.8T,"8,360,000"
AUV BUS 6103 DELUXE 45 SEATER 2+ BJ6103-R,177KW,BUS,,,Diesel,13.8,"8,870,400"
GREATWALL,,,,,,,
,,,,,,,
WINGLE 3 4*2 CC1021PD13 ,2200,SINGLE CAB,2WD,,Petrol,,"1,624,000"
WINGLE 5 4*2 CC1021PD58,2500,SINGLE CAB,2WD,,Diesel,,"2,088,000"
WINGLE 5 4*4  CC1021 PD78,2500,SINGLE CAB,4WD,,Diesel,,"2,378,000"
WINGLE 5 4*4 CC1021 PS78,2500,DOUBLE  CAB,4WD,,Diesel,,"2,900,000"
WINGLE 5 4*4 CC1021 PD78,2500,DOUBLE  CAB,4WD,,Diesel,,"3,248,000"
WINGLE 5  CC1031,2400,SINGLE CAB,2WD,,Petrol,,"2,314,200"
WINGLE 5  CC1031,2400,DOUBLE  CAB,2WD,,Petrol,,"2,500,000"
HAVAL H5 STD 4*2 CC6461KM19 MANUAL,2400,ESTATE,2WD,,Petrol,,"2,958,000"
HAVAL H5 STD 4*4 CC6461KM39 MANUAL,2400,ESTATE,4WD,,Petrol,,"3,271,200"
HAVAL H5 LUX 4*4 CC6461KM39 AUTO,2400,ESTATE,4WD,,Petrol,,"3,468,400"
HAVAL H5 LUX 4*4 CC6461KM78 AUTO,2500,ESTATE,4WD,,Diesel,,"4,222,400"
HINO,,,,,,,
,,,,,,,
FY700,13000,TRK,6X2,,Diesel,,"9,231,730"
FY2 PULA,10521,TRK,6X2,,Diesel,,"7,471,310"
300 Dutro 110,4009,TRK,4X2,,Diesel,7.5T,"4,525,529"
300 Dutro 130,4009,TRK,4X2,,Diesel,8.25T,"4,895,153"
300 Dutro 130 MIXER,4009,TRK MIXER,4X2,,Diesel,8.25T,"6,153,359"
300 Dutro 4X4 TDI,4009,TRK,4X4,,Diesel,7.5T,"9,275,060"
DUTRO MICRO BUS 110,4009,BUS,4X2,<20,Diesel,7T,"5,126,787"
DUTRO MICRO BUS 130,4009,BUS,4X2,<20,Diesel,7.5T,"6,243,272"
FB130 BUS,4009,BUS,4X2,<20,Diesel,8T,"6,243,272"
Hino FC 500 LWB 1017 Cab and chassis,6634,TRK,4X2,,Diesel,,"4,698,000"
Hino FC 500 LWB 1017 with body.,6634,TRK,4X2,,Diesel,,"4,990,000"
Hino FC 500 LWB 1017 with body.,6634,BUS,4X2,,Diesel,,"6,496,000"
Hino GT 500 LWB 1017 Cab and chassis,7962,TRK,4X2,,Diesel,,"10,500,000"
Hino 300 Series Cab and Chassis- 6 speed,4006,TRK,4x2,,Diesel,,"3,550,000"
Hino 300 Series with body-6 speed,4006,TRK,4x2,,Diesel,,"3,900,000"
Hino 300 Series- 6speed ,4006,BUS,4x2,29,Diesel,,"4,600,000"
hino liesse ii,4009,BUS,4x2,29,Diesel,,"6,270,000"
Hino 300 Series - 5speed Cab and Chassis,4006,TRK,4x2,,Diesel,,"3,450,000"
Hino 300 Series Ninja - 5speed with body,4006,TRK,4x2,,Diesel,,"3,800,000"
Hino 300 Series Ninja - 5speed with body,4006,BUS,4x2,,Diesel,,"4,500,000"
A215 BUS,7684,BUS,4X2,30-50,Diesel,14.2T,"6,000,000"
R235 BUS,7684,BUS,4X2,30-50,Diesel,14.2T,"6,015,000"
R260 BUS,7684,BUS,4X2,30-50,Diesel,14.2T,"6,105,000"
CNG CHASSIS,7961,BUS,4X2,>50,Diesel,18T,"6,156,000"
500 RANGER FG 235,7684,TRK,4X2,,Diesel,15T,"6,156,862"
500 RANGER FG 260,7684,TRK,4X2,,Diesel,15T,"6,785,685"
500 RANGER FG 215,7684,TRK,4X2,,Diesel,14.2T,"6,077,794"
500 RANGER FL 235,7684,TRK,6X2,,Diesel,26T,"7,852,299"
500 RANGER FL 260,7684,TRK,6X2,,Diesel,26T,"8,266,267"
500 RANGER FM 260,10520,TRK,6X4,,Diesel,26T,"9,949,323"
500 RANGER FM 320,7684,TRK,6X4,,Diesel,26T,"11,804,327"
500 RANGER SG260,7684,PM,6X4,,Diesel,34T,"5,826,095"
500 RANGER FM 320P,10520,PM,6X4,,Diesel,44T,"8,783,635"
HINO 700 SERIES 3241,13000,PM,8X4,,Diesel,,"11,830,605"
500 RANGER FC6JKW,4720CC,TRK,4X2,,Diesel,2.7T,"3,950,317"
Hino FC 500 LWB 1017 Cab and chassis,6634,TRK,4X2,,Diesel,,"4,698,000"
Hino FC 500 LWB 1017 with body.,6634,TRK,4X2,,Diesel,,"4,990,000"
Hino FC 500 LWB 1017 with body.,6634,BUS,4X2,,Diesel,,"6,496,000"
Hino GT 500 LWB 1017 Cab and chassis,7962,TRK,4X2,,Diesel,,"10,500,000"
Hino 300 Series Cab and Chassis- 6 speed,4006,TRK,4x2,,Diesel,,"3,550,000"
Hino 300 Series with body-6 speed,4006,TRK,4x2,,Diesel,,"3,900,000"
Hino 300 Series - 5speed Cab and Chassis,4006,TRK,4x2,,Diesel,,"3,450,000"
Hino 300 Series Ninja - 5speed with body,4006,TRK,4x2,,Diesel,,"3,800,000"
Hino 300 Series Ninja - 5speed with body,4006,BUS,4x2,,Diesel,,"4,500,000"
HONDA,,,,,,,
,,,,,,,
ACCORD ELEGANCE AUTO,2000,COUPE,2WD,,Petrol,,"6,282,791"
ACCORD EXCUTIVE AT,2400,COUPE,2WD,,Petrol,,"6,838,462"
ACCORD EX- L NAVI V6,3500,COUPE,2WD,,Petrol,,"8,433,204"
ACCORD CROSSTOUR EX-L,3500,S/WAGON,2WD,,Petrol,,"6,863,751"
ACCORD SE,2400,SALOON,2WD,,Petrol,,"3,711,993"
ACCORD EX,2400,SALOON,2WD,,Petrol,,"3,711,993"
ACCORD EX-V6,3500,SALOON,2WD,,Petrol,,"4,520,575"
AIRWAVE,1500,S/WAGON,2WD,,Petrol,,"2,526,700"
ACTY,650,VAN,2WD,,Petrol,,"1,378,558"
BALLADE - ELEGANCE,1500,SALOON,2WD,,Petrol,,"3,882,050"
BRIO AT,1200,SALOON,2WD,,Petrol,,"2,801,600"
BRIO AMAZE,1500,SALOON,2WD,,Petrol,,"2,893,852"
BRV,1500,S/WAGON,2WD,,Petrol,,"4,102,014"
CIVIC-EXECUTIVE,1500,S/WAGON,2WD,,Petrol,,"7,267,816"
CIVIC-COMFORT,1600,S/WAGON,4WD,,Petrol,,"4,590,248"
CIVIC DX,1800,SALOON,2WD,,Petrol,,"2,244,565"
CIVIC LX,1800,SALOON,2WD,,Petrol,,"2,618,909"
CIVIC EX,1800,SALOON,2WD,,Petrol,,"2,918,384"
CIVIC SI,2400,SALOON,2WD,,Petrol,,"3,891,678"
CIVIC LX,1800,COUPE,2WD,,Petrol,,"2,693,778"
CIVIC EX,1800,COUPE,2WD,,Petrol,,"2,993,253"
CIVIC SI,2400,COUPE,2WD,,Petrol,,"3,891,678"
CIVIC HYBRID,1300,S/WAGON,2WD,,Petrol,,"3,290,850"
city,1500,SALOON,2WD,,Petrol,,"3,882,050"
CROSSROAD,2000,S/WAGON,2WD,,Petrol,,"3,588,200"
HONDA CRF 1000D,998,S/WAGON,2WD,,Petrol,,"2,327,000"
CRV 2.0 COMFORT,2000,S/WAGON,2WD,,Petrol,,"5,301,086"
CRV 2.0 ELEGANCE,2000,S/WAGON,4WD,,Petrol,,"5,937,386"
CRV 2.0 RD K20,2000,S/WAGON,2WD,,Petrol,,"3,740,000"
CRV 2.2 RD,2200,S/WAGON,4WD,,Diesel,,"4,114,000"
CRV 2.4 RD,2400,S/WAGON,2WD,,Petrol,,"4,488,000"
CRV 2.0 R20 RE,2000,S/WAGON,2WD,,Petrol,,"4,236,074"
CRV 2.2 TD N22A RE,2200,S/WAGON,2WD,,Diesel,,"4,658,500"
